journal,year,title,abstract,doi,relevance_score
bjir,2010,"It's Politics, Stupid: The 2002–2004 UK Firefighters' Dispute","Abstract This is an account of the 2002–2004 firefighters' dispute in the UK based on interviews with key figures, attendance at meetings and scrutiny of contemporary sources. Our emphasis is on the political nature of the dispute with the case made that senior members of the Labour government sought to ‘politicize’ the industrial action in order to undermine the credibility of the union leadership, win over public opinion and set down a marker for public sector unions. In particular the government aggressively pursued centralization; that is, national leaders took over the running of the dispute from the local authority employers in order to maintain central government control over the process of ‘modernization’. Moreover, their various interventions confirm the Hay thesis that the Labour Party leadership now openly and uniformly seeks to defeat union industrial action.",https://doi.org/10.1111/j.1467-8543.2010.00786.x,0.7991353
eer,2017,The value and motivating mechanism of transparency in organizations,NA,https://doi.org/10.1016/j.euroecorev.2017.06.014,0.7950025
el,2013,"Monetary accommodation, imperfect central bank transparency and optimal delegation",NA,https://doi.org/10.1016/j.econlet.2013.05.020,0.79325736
ei,2015,"CORRUPTION, TAX EVASION AND THE ROLE OF WAGE INCENTIVES WITH ENDOGENOUS MONITORING TECHNOLOGY","Abstract The importance of high salaries to circumvent bureaucratic corruption has been widely recognized in the policy debate. Yet, there appears to be much reluctance when it comes to the implementation. In this paper, we argue that deterring corruption through wage incentives may become prohibitively expensive that the government finds it optimal to accept higher net revenues at the expense of honesty. Deviating from the existing literature, we set an endogenous monitoring technology that allows us to capture the dual role of auditing, as a complement with and as a substitute for wage incentives to deter bribery. We find that the government is better‐off either completely eliminating corruption or accepting corruption by offering wages lower than the market wage. Offering public wage premium that does not deter bribery is suboptimal. When it is optimal to deter bribery, the government can do it either through wage incentives or monitoring. The role of wage incentives decreases in societies with higher level of dishonesty. ( JEL D73, H26, J33, J41)",https://doi.org/10.1111/ecin.12243,0.7893063
aer,2015,I Take Care of My Own: A Field Study on How Leadership Handles Conflict between Individual and Collective Incentives,"In most collective actions, individuals' incentives are not perfectly aligned with the goals of the group/team they are part of. We investigate how individual specific incentives affect both individuals and team leaders' strategies in a natural setting. We use a discontinuity in individual rewards in batsmen scoring in cricket to identify the causal effect of such incentives on behavior. We find that batsmen react to the presence of individual-specific incentives by adopting strategies that may be suboptimal at the team level. More surprisingly, we also find that team captains react to these individual incentives by adopting suboptimal strategies at the team level, which may bring large benefits to the individual players. These results suggest a complex interplay of individual and team incentives which we conjecture may arise in repeated team interactions.",https://doi.org/10.1257/aer.p20151019,0.78717154
le,2018,Targeted wage subsidies and firm performance,"This paper studies how targeted wage subsidies affect the performance of the recruiting firms. Using Swedish administrative data from the period 1998–2008, we show that treated firms substantially outperform other recruiting firms after hiring through subsidies, despite identical pre-treatment performance levels and trends in a wide set of key dimensions. The pattern is less clear from 2007 onwards, after a reform removed the involvement of caseworkers from the subsidy approval process. Overall, our results suggest that targeted employment subsidies can have large positive effects on post-match outcomes of the hiring firms, at least if the policy environment allows for pre-screening by caseworkers.",https://doi.org/10.1016/j.labeco.2018.04.002,0.7753408
jpub,2014,Anti-social behavior in profit and nonprofit organizations,NA,https://doi.org/10.1016/j.jpubeco.2014.05.006,0.77431834
jeea,2017,"War, Migration and the Origins of the Thai Sex Industry","This paper analyzes the determinants behind the spatial distribution of the sex industry in Thailand. We relate the development of the sex industry to an early temporary demand shock, that is, US military presence during the Vietnam War. Comparing the surroundings of Thai military bases used by the US army to districts close to unused Thai bases, we find that there are currently five times more commercial sex workers in districts near former US bases. The development of the sex industry is also explained by a high price elasticity of supply due to female migration from regions affected by an agricultural crisis. Finally, we study a consequence induced by the large numbers of sex workers in few red-light districts: the HIV outbreak in the early 1990s.",https://doi.org/10.1093/jeea/jvx037,0.7665179
cje,2015,Estimating labour supply responses and welfare participation: Using a natural experiment to validate a structural labour supply model,"Abstract We estimate an economic model of labour supply and welfare participation using data on single men from Quebec drawn from the 1986 Canadian Census. Detailed budget sets for each work‐welfare combination—accounting for income taxes, tax credits and welfare benefit rules—are derived using a micro‐simulation model. We show that predicted reactions to a welfare reform that took place in 1989 replicate actual changes in labour supply and welfare participation. We also illustrate the advantage of having estimated a structural model by showing how labour supply and welfare participation change when income taxes and benefit levels change.",https://doi.org/10.1111/caje.12181,0.7595578
le,2013,"Unemployment benefits, job protection, and the nature of educational investment",NA,https://doi.org/10.1016/j.labeco.2013.03.001,0.7532725
jeea,2018,The Impact of Scheduling Birth Early on Infant Health,"We take advantage of a unique natural experiment to provide new, credible evidence on the health consequences of scheduling birth early for non-medical reasons. In May 2010, the Spanish government announced that a €2,500 universal ""baby bonus"" would stop being paid to babies born after December 31, 2010. Using administrative data from birth certificates and hospital records, we find that about 2,000 families shifted their date of birth from January 2011 to December 2010 (out of 9,000 weekly births). The affected babies, born about one week early on average, weighed about 200 g less at birth, and suffered a sizeable increase in hospitalization rates in the first two months of life, mostly for respiratory disease.",https://doi.org/10.1093/jeea/jvx060,0.7518473
oep,2017,"More skilled, better paid: labour-market returns to postsecondary vocational education","Outside the USA, relatively little is known about the labour-market returns to postsecondary vocational (or polytechnic) education. Yet, polytechnics in Europe are distinct from US community colleges. This paper focuses on the labour-market returns to polytechnic attendance in Finland, where polytechnics are representative of many European countries. Using matching methods and longitudinal administrative data, we find that, compared to individuals with no postsecondary education, students who attend polytechnics have higher annual earnings of €3,300 to €3,700 and employment gains of 2.5 to 6.6 percentage points 10 years after the entry decision. However, the returns vary by personal characteristics and field of study.",https://doi.org/10.1093/oep/gpx052,0.7500026
sej,2011,The Effect of Social Security Contributions on Coverage and Wages: A Gender Perspective Using a Natural Experiment from Colombia,"This article investigates, from a gender and marital status perspective, the effects of pension and health care contributions on the employment and wages of workers covered by social security regulations. To do this, I use as a natural experiment a reform implemented in Colombia during the mid‐1990. In particular I employ a differences‐in‐differences estimation based on an endogenous switching‐regression model that accounts for self‐selection into coverage. My results indicate that, for females, a 10% increase in contributions reduces the relative wages of covered workers by 7.2%. On the other hand, for males, the reform increases the relative wages of covered workers by 7.1%. Among females, the effect is predominantly present in single women. Among men, divorced and widowed workers are the only group not to experience an effect on earnings. For most family groups, the social security reform has no significant effect on coverage.",https://doi.org/10.4284/0038-4038-78.2.476,0.7498103
bjir,2012,"The ILO and the Quest for Social Justice, 1919–2009 – By Gerry Rodgers, Eddy Lee, Lee Swepston and Jasmien Van Daele",NA,https://doi.org/10.1111/j.1467-8543.2011.00879_6.x,0.741935
ir,2016,Firm‐Size Wage Gaps along the Formal‐Informal Divide: Theory and Evidence,"Observationally equivalent workers are paid higher wages in larger firms. This fact is often called the “firm‐size wage gap” and is regarded as a key empirical puzzle. Using microlevel data from Turkey, we document a new stylized fact: The firm‐size wage gap is more pronounced for informal (unregistered) jobs than for formal (registered) jobs. To explain this fact, we develop a two‐stage wage‐posting game with market imperfections and segmented markets, the solution to which produces wages as a function of firm size in a well‐defined subgame‐perfect equilibrium. The model proposes two explanations. First, taxes on formal employment generate a wedge between formal and informal size wage gaps. Thus, government policy can potentially affect the magnitude of the firm‐size wage gaps. The second explanation features a market‐based framework with strategic interactions. Relative to small firms, large firms typically post higher wages for both formal and informal jobs. A high‐wage formal job attracts a larger pool of applicants than a high‐wage informal job. The larger pool of applicants for the formal job, in turn, allows the firm to somewhat lower the initial wage offer, while this second‐round effect is negligible for informal jobs. As a result, size differentials are lower in formal jobs than informal jobs. We argue that the observed patterns in the use of social connections in job search and heterogeneity in job preferences can be used to justify the validity of this second mechanism.",https://doi.org/10.1111/irel.12135,0.7345681
labour,2017,Tax Evasion in Firms,"Abstract Tax evasion is low in many countries because third‐party reporting makes employees unable to cheat. Why do not employees collude with their employer to evade taxes or evade as self‐employed? We explain this puzzle in a model in which employees have both options. A trade‐off between large‐scale efficient production and tax evasion implies that tax evasion per employee is decreasing in firm size. The model predicts that there is a gap between the individually and the collectively optimal evasion in firms and that this gap is increasing in firm size. Using survey data, we find support for both predictions.",https://doi.org/10.1111/labr.12111,0.734265
le,2015,The Wage Response to Shocks: The Role of Inter-Occupational Labour Adjustment,NA,https://doi.org/10.1016/j.labeco.2015.08.003,0.72438467
le,2017,Competitive versus random search with bargaining: An empirical comparison,NA,https://doi.org/10.1016/j.labeco.2017.08.004,0.7236037
cje,2018,Downward nominal wage rigidity in Canada: Evidence from micro‐level data,"Abstract We assess the importance of downward nominal wage rigidity (DNWR) in Canada using employer‐level administrative data from the major wage settlements (MWS) and household‐based survey data from the Survey of Labour Income Dynamics (SLID). MWS data cover large unionized firms in Canada, while SLID is a rich rotating panel representative of the employed population in Canada. Combining both sources of information allows for an extensive analysis of DNWR in the Canadian labour market. We find large shares of wage freezes and smaller shares of wage cuts in both MWS and SLID. Shares of freezes are higher at lower CPI inflation rates, based on provincial data. These observations are consistent with the presence of DNWR. DNWR in Canada appears to be larger than in other countries such as the United States, the United Kingdom and European countries. The incidence of DNWR is heterogeneous across firms’ and workers’ characteristics. Wages report less DNWR over longer horizons.",https://doi.org/10.1111/caje.12347,0.71360415
el,2010,International competition and employment,NA,https://doi.org/10.1016/j.econlet.2010.01.028,0.7128269
oep,2013,Rational inattention and employer learning,"Recent research results cast doubt on the validity of the employer learning model by empirically establishing the absence of learning over time among college graduates and by documenting persistent, negative effects of graduating during a recession. This paper extends the employer learning model with the theory of rational inattention in which firms optimally allocate limited attention (i.e., information processing capacity) to learning about the productivities of different workers. I find that firms allocate more attention to workers who have a higher impact on profits (i.e., college graduates) and learn as much as possible in the current period. Taken together these results imply the absence of learning over time for college graduates and indicate that a college graduate that gets (mis)matched to a job with a lower impact on profits will find herself at a persistent disadvantage. The paper therefore resolves the discrepancy between the data and the employer learning model.",https://doi.org/10.1093/oep/gpt009,0.70666707
labour,2010,Return Decisions of Undocumented Migrants: Do Network Effects Help the High‐skilled Overstay?,"Abstract This paper analyses the return plans of irregular migrants by stressing the role of individual skills and network effects. We propose a simple two‐period life‐cycle model that we test using individual‐level data on irregular migrants in Italy and on undocumented Mexicans in the USA. Our evidence shows that highly skilled clandestine migrants are more likely to return home than migrants with low or no skills. We argue this result is due to constraints imposed by the irregular status on migrants' ability to fully use human capital in the destination country. However, the presence of strong social networks may lessen this effect.",https://doi.org/10.1111/j.1467-9914.2010.00500.x,0.7023534
jeea,2017,The Role of Bounded Rationality and Imperfect Information in Subgame Perfect Implementation—An Empirical Investigation,"Journal Article The Role of Bounded Rationality and Imperfect Information in Subgame Perfect Implementation—An Empirical Investigation Get access Philippe Aghion, Philippe Aghion Harvard University paghion@fas.harvard.edu Search for other works by this author on: Oxford Academic Google Scholar Ernst Fehr, Ernst Fehr University of Zurich ernst.fehr@econ.uzh.ch Search for other works by this author on: Oxford Academic Google Scholar Richard Holden, Richard Holden University of New South Wales richard.holden@unsw.edu.au Search for other works by this author on: Oxford Academic Google Scholar Tom Wilkening Tom Wilkening University of Melbourne tom.wilkening@unimelb.edu.au Search for other works by this author on: Oxford Academic Google Scholar Journal of the European Economic Association, Volume 16, Issue 1, February 2018, Pages 232–274, https://doi.org/10.1093/jeea/jvx026 Published: 24 August 2017",https://doi.org/10.1093/jeea/jvx026,0.70058
le,2012,Unemployment and household values: Distribution sensitive measures of unemployment,NA,https://doi.org/10.1016/j.labeco.2012.07.008,0.7003962
le,2017,Effects of maternal work incentives on youth crime,NA,https://doi.org/10.1016/j.labeco.2017.09.005,0.6951906
ilr,2017,"Book Review: <i>The Economics of Trade Unions: A Study of a Research Field and Its Findings</i> by Hristos Doucouliagos, Richard B. Freeman, and Patrice Laroche",NA,https://doi.org/10.1177/0019793917738527,0.6943542
jhr,2016,Job-Search Requirements for Unemployed at the End of Working Life,"Jim Been⇑ and Marike Knoef Jim Been is an assistant professor at the Department of Economics at Leiden University and a Netspar Research Fellow. Marike Knoef is an associate professor at the Department of Economics at Leiden University and a Netspar Research Fellow. (m.g.knoef{at}law.leidenuniv.nl). Corresponding address: Department of Economics, Leiden University, PO Box 9520, Steenschuur 25, 2300 RA Leiden, the Netherlands. Tel.: +31 71 527 8569. (j.been{at}law.leidenuniv.nl).",https://doi.org/10.3368/jhr.52.2.0415-7063r1,0.690558
jhr,2014,Is Smoking Inferior?,"Donald S. Kenkel, Maximilian D. Schmeiser and Carly Urban",https://doi.org/10.3368/jhr.49.4.1094,0.6883341
ee,2015,Further developments in the dynamics of female labour force participation,NA,https://doi.org/10.1007/s00181-015-0931-1,0.6857663
labour,2014,Unemployment Duration of Spouses: Evidence From <scp>F</scp>rance,"Abstract This paper analyses the conditional probability of leaving unemployment of French married individuals from 1991 to 2002. We find that the effect of spousal labor income on unemployment duration is asymmetric for men and women. In particular, the probability of men to find a job is increasing in wife's labor income, while it is decreasing in husband's earnings for women. To adjust for endogenous selection into marriage, we use the quarter of birth as an instrumental variable for the spousal wage. Finally, we show that introducing a breadwinner stigma in a joint job search model generates the positive correlation observed for men in the data.",https://doi.org/10.1111/labr.12042,0.67440355
economica,2015,Wage Incentive Profiles in Dual Labour Markets,"This paper formalizes the use of flexible labour contracts in an efficiency wage framework, and derives market dualism as an endogenous outcome. By allowing temporary contracts to be either renewed or converted into permanent contracts, we obtain new theoretical insights into the market equilibrium. The conversion rate is itself an incentive device that acts as a substitute for the wage, and firms pay a wage differential in favour of permanent workers. The model also predicts that even if firms hire exclusively under flexible contracts, dualism arises as a feature internal to each firm and, consequently, as a market property.",https://doi.org/10.1111/ecca.12151,0.67347723
izajl,2014,Common law marriage and couple formation,"Abstract ᅟ The Current Population Survey is used to investigate effects of Common Law Marriage (CLM) on whether young US-born adults live in couples in the US CLM effects are identified through cross-state and time variation, as some states repealed CLM over the period examined. Analysis based on Gary Becker’s marriage economics helps explain why CLM affects couple formation and does so differently depending on education, sex ratios, age, and parent status. CLM reduces in-couple residence, and more so for childless adults and where there are fewer men per woman. Effects are larger for college-educated men and women without college. CLM effects on likelihood of marriage and cohabitation and likelihood of being divorced if ever-married are also estimated. JEL J10; J12; J16",https://doi.org/10.1186/s40172-014-0016-y,0.6719256
labour,2013,"Residential Location, Job Location, and Wages: Theory and Empirics","Abstract I develop a stylized partial on‐the‐job equilibrium search model that incorporates a spatial dimension. Workers reside on a circle and can move at a cost. Each point on the circle has a wage distribution. Implications about wages and job mobility are drawn from the model and tested on D anish matched employer–employee data. The model predictions hold true. I find that workers working farther away from their residence earn higher wages. When a worker is making a job‐to‐job transition where he/she changes workplace location he/she experiences a higher wage change than a worker making a job‐to‐job transition without changing workplace location. However, workers making a job‐to‐job transition that makes the workplace location closer to the residence experience a wage drop. Furthermore, low‐wage workers and workers with high transportation costs are more likely to make job‐to‐job transitions, but also residential moves.",https://doi.org/10.1111/labr.12007,0.6526324
eer,2016,Intergenerational correlation and social interactions in education,NA,https://doi.org/10.1016/j.euroecorev.2016.11.005,0.6508425
ir,2017,The Effect of Labor Relations Laws on Unionization Rates within the Labor Force: Evidence from the Canadian Provinces,"We examine the potential of labor‐relations reforms to address wage inequality by relating an index of the favorableness to unions of Canadian provincial labor‐relations laws to changes in industry, occupation, education, and gender‐specific provincial unionization rates. While we find some evidence of larger unionization gains among high‐school–educated workers, the differences across groups are small and in some cases suggest larger gains among professionals. Overall, the results suggest a limited potential for reforms in labor‐relations laws to mitigate growing labor‐market inequality.",https://doi.org/10.1111/irel.12187,0.64712393
ei,2014,MONITORING OF WORKERS AND PRODUCT MARKET COMPETITION: THE ROLE OF WORKS COUNCILS,"Often the consent of worker representations, such as works councils, is required before firms are allowed to install technologies that monitor workers' behavior. Absent monitoring, workers produce low output, while at the same time receiving an information rent. To gain the works council's consent to the installation of a monitoring technology, firms need to compensate workers for the lost information rent. Hence, by making it more costly to produce high output, works councils can serve firms as an instrument to commit to low output levels. This provides a rationale for why works council rights are not opposed more strongly by employers . ( JEL D43, D86, J83, L13)",https://doi.org/10.1111/ecin.12182,0.64694935
bjir,2012,The Limits on Pay as a Strategic Tool: Obstacles to Alignment in Non‐Union Environments,"Abstract Strategic human resource management literature emphasizes the potential of pay to secure strategically desirable employee outcomes for the employer. Strategic pay, in contrast with pluralist models of pay determination, assumes an absence of collective bargaining constraints. This article analyses the process of determination of non‐unionized managerial, professional and technical pay in seven leading consumer goods firms that claim to use pay as a strategic tool. It demonstrates that implemented pay practice is often remote from what is aspired to strategically. Despite the absence of collective bargaining constraints, there remain unavoidable obstacles to the ability of management to implement pay systems aligned to strategic goals. These constraints impose fundamental limitations on the use of pay as a strategic tool.",https://doi.org/10.1111/bjir.12004,0.6420843
eer,2016,Natural groups and economic characteristics as driving forces of wage discrimination,NA,https://doi.org/10.1016/j.euroecorev.2016.04.005,0.6396577
jhr,2011,Fixed Costs and Hours Constraints,"Abstract Hours constraints are typically identified by worker responses to questions asking whether they would prefer a job with more hours and more pay or fewer hours and less pay. Because jobs with different hours but the same rate of pay may be infeasible when there are fixed costs of employment or mandatory overtime premia, the constraint in those cases may be illusory. Cross-section estimates of reported hours constraints are consistent with this model implying that the overall level of hours constraints may exaggerate the extent to which the labor market is characterized by frictions and imperfections.",https://doi.org/10.3368/jhr.46.4.775,0.63736
ei,2018,THE EFFECT OF NONCONTRIBUTORY PENSIONS ON SAVING IN MEXICO,"This paper examines the effects of noncontributory pension programs at the federal and state levels on Mexican households' saving patterns using micro data from the Mexican Income and Expenditure Survey. We find that the federal program curtails saving among households whose oldest member is either 18–54 or 65–69 years old, possibly through anticipation effects, a decrease in the longevity risk faced by households, and a redistribution of income between households of different generations. Specifically, these households appear to be reallocating income away from saving into human capital investments, like education and health. Generally, state programs have neither significant effects on household saving, nor does the combination of federal and state programs. Finally, with a few exceptions, noncontributory pensions have no significant impact on the saving of households with members 70 years of age or older—individuals eligible for those pensions, plausibly because of their dissaving stage in the lifecycle. ( JEL D14, J26, O12, H55)",https://doi.org/10.1111/ecin.12750,0.63525903
jep,2015,Recommendations for Further Reading,NA,https://doi.org/10.1257/jep.29.4.245,0.6318667
labour,2010,"Firing Restrictions, Government Growth, Immigration, and the NAIRU: Evidence from Fifteen OECD Countries","Using a Phillips-type equation and annual aggregate data from 15 Organization for Economic Cooperation and Development (OECD) countries, we estimate the effects of the following policies on the ‘non-accelerating inflation rate of unemployment’ (NAIRU): restrictions on firing, growth in government ‘productive’ expenditure, growth in social security benefits, and lax immigration policy. We consider Greece separately, but treat the other 14 countries as a fixed-effects panel. Two effects seem to be robust to changes in the sample: restrictions on firing and growth in social security benefits raise the NAIRU.",https://doi.org/10.1111/j.1467-9914.2010.00497.x,0.62495476
ei,2018,CULTURAL IDENTITIES AND RESOLUTION OF SOCIAL DILEMMAS,"We report an experiment on payoff‐equivalent, sequential provision and appropriation games with high‐ and low‐caste Indian villagers. A central question is whether caste identities affect resolution of social dilemmas. Making caste salient elicits striking changes in behavior compared to baseline treatment with no information about others' castes. Homogenous groups with high caste villagers are more successful in resolving social dilemmas than homogenous groups with low caste villagers. The success of mixed‐caste groups is somewhere between, which is inconsistent with a group identity model. Absent salient information on caste, behavior is inconsistent with unconditional social preferences but as predicted by reciprocity. ( JEL C93, H41, Z13)",https://doi.org/10.1111/ecin.12727,0.62423456
jpam,2010,Why we need work programs for fathers,NA,https://doi.org/10.1002/pam.20513,0.61938775
economica,2018,"Clientelism, Contagious Voting and Governance","This paper explains inferior quality of governance in less affluent countries in terms of a patron–client relationship between political parties and a large section of voters. The client voters resort to strategic voting, which is shown to be contagious, leading to suboptimal effort choice by the incumbent government and a higher probability for the incumbent to remain in power. The possibility of competition between the incumbent and the opposition, in terms of expenditure on political propaganda, actually helps the incumbent and reinforces these results.",https://doi.org/10.1111/ecca.12265,0.61806035
sej,2014,Gender Differences in Job Search Among Young Workers: A Study Using Displaced Workers in the U.S.,"This article investigates gender differences in job search, job tenure, and wages, whether these differences vary over the early part of the life-cycle, and whether they are associated with fertility decisions. Using data from the National Longitudinal Survey of Youths on highly attached displaced workers aged 20 to 45, we find that 20- to 29-year-old women and women older than 40 experience longer spells of displacement than comparable men, but that time to a new job is similar by gender for those between 30 and 39 years of age. The age pattern in male–female wage differences in the post-displacement job is similar, with the largest differences occurring at ages 20 to 29 and over 40. We find no gender differences in tenure in the post-displacement job. We interpret the differences for the younger ages to be related to fertility and we provide evidence that supports this view.",https://doi.org/10.4284/0038-4038-2012.239,0.6140232
ei,2015,ARE THE DISABLED LESS LOSS AVERSE? EVIDENCE FROM A NATURAL POLICY EXPERIMENT,"Research findings show that disabled persons often develop physical and psychological mechanisms to compensate for disabilities. Coping mechanisms may not be limited to the psychophysiological domain and may extend to cognitive bias and loss aversion. In this study, we apply unique microdata from a natural policy experiment to assess the role of loss aversion in home purchase among nondisabled and disabled households. Results of survival analysis indicate that the physically disabled are substantially less loss averse in home purchase. Furthermore, loss aversion varies with other population characteristics and attenuates with degree of disability. Findings provide new evidence of diminished cognitive bias and more rational economic decision‐making among the physically disabled. ( JEL D03, C9, R38)",https://doi.org/10.1111/ecin.12306,0.6081497
le,2018,Reprint of: Effects of maternal work incentives on youth crime,NA,https://doi.org/10.1016/j.labeco.2018.05.002,0.6061103
bjir,2013,"China's Changing Workplace: Dynamism, Diversity, and Disparity, edited by PeterSheldon, SunghoonKim, YiqiongLi and MalcolmWarner. Routledge, London and New York, 2011, 332 pp., ISBN 978 0 415 58454 8, £95.00; US$155.00, hardback.Trade Unions in China: The Challenge of Labour Unrest, by TimPringle. Routledge, London and New York, 2011, 224 pp., ISBN 978 0 415 55958 4, £85.00, hardback.",NA,https://doi.org/10.1111/bjir.12013,0.60574156
ee,2017,Cash-on-hand and demand for credit,NA,https://doi.org/10.1007/s00181-016-1213-2,0.60427034
labour,2013,The Role of Profit Sharing in Dual Labour Markets with Flexible Outsourcing,"Abstract We combine profit sharing for high‐skilled workers and outsourcing of low‐skilled tasks in a partly imperfect dual domestic labour market, which means that only low‐skilled labour is represented by a labour union. In that framework we analyse how the implementation of profit sharing for high‐skilled workers influences the amount of outsourcing and the labour market outcome for low‐skilled worker. By doing this, we use some specific assumptions, e.g. exponentially increasing outsourcing costs or the wage for low‐skilled workers will be determined by a union whereas the wage for high‐skilled workers is given. Assuming that low‐skilled labour and outsourcing are interchangeable we show that profit sharing has a positive effect on the wage for low‐skilled workers and helps to decrease wage dispersion. However, under these circumstances, profit sharing enhances outsourcing. Concerning the employment effects for high‐ and low‐skilled workers, we show that there is an employment reducing effect due to higher wages for low‐skilled work, which can be offset by higher productivity of highly skilled workers, as the domestic labour inputs complement each other.",https://doi.org/10.1111/labr.12018,0.59959626
cje,2013,An analysis of Turkey's accession to the European Union,"Abstract We build a two‐country dynamic general equilibrium model to study whether European citizens would benefit from the eventual accession of Turkey to the European Union (EU). The results of the simulations show that Turkey's accession is welfare enhancing for Europeans, provided that Turkish total factor productivity (TFP) increases sufficiently after enlargement. In the benchmark model with no capital mobility, the Europeans are better off if the Turkish TFP increase bridges more than 21% of the initial TFP gap between Turkey and the EU. This figure increases to 33% when capital mobility is introduced.",https://doi.org/10.1111/caje.12058,0.59927034
jce,2018,Envy and the Islamic revival: Experimental evidence from Tunisia,NA,https://doi.org/10.1016/j.jce.2018.07.018,0.5921201
sej,2011,Announcements,NA,https://doi.org/10.4284/sej.2011.77.3.806,0.5855547
le,2011,On the evasion of employment protection legislation,NA,https://doi.org/10.1016/j.labeco.2011.06.005,0.58396626
bjir,2010,"The Crisis of Social Democratic Trade Unionism in Western Europe — The Search for Alternatives – By Martin Upchurch, Graham Taylor and Andrew Mathers",NA,https://doi.org/10.1111/j.1467-8543.2010.00796_4.x,0.5835335
bjir,2010,"Globalization and Varieties of Capitalism — New Labour, Economic Policy and the Abject State – By Dan Coffey and Carole Thornley",NA,https://doi.org/10.1111/j.1467-8543.2010.00796_5.x,0.5815108
obes,2017,Assessing the Empirical Relevance of Labour Frictions to Business Cycle Fluctuations,"Abstract This paper describes a dynamic stochastic general equilibrium model augmented with labour frictions, namely: indivisible labour, predetermined employment and adjustment costs. This improves the fit to the data as shown by a higher log marginal likelihood and closer match to key business cycle statistics. The labour frictions introduced are relevant for model dynamics and economic policy: the effect of total factor productivity shocks on most macroeconomic variables is substantially mitigated; fiscal policy leads to a greater crowding out of private sector activity and monetary policy has a lower impact on output. Labour frictions also provide a better match to impulse response functions from vector autoregressive models.",https://doi.org/10.1111/obes.12215,0.5767029
bjir,2015,"Retirement on the Line: Age, Work, and Value in an American Factory, by CaitrinLynch. Cornell University Press, Ithaca, NY, 2012, 240 pp., ISBN: 978 0 8014 5026 6, $67.95, hardback.",NA,https://doi.org/10.1111/bjir.12097,0.5618583
jlr,2018,Noncitizen Employment and the Wages of Healthcare Support Workers in the US,NA,https://doi.org/10.1007/s12122-018-9276-9,0.56180793
ir,2014,"Selected by the Institute for Research on Labor and Employment Library University of California, Berkeley",NA,https://doi.org/10.1111/irel.12067,0.5615288
ilr,2015,Are Foreign-Trained Nurses Perfect Substitutes for U.S.-Trained Nurses?,"The authors investigate whether foreign- and U.S.-trained nurses are substitutes by studying the differences in their wages and whether wage differentials respond to relative supplies of foreign- and U.S.-trained nurses. Regression estimates suggest that foreign-trained nurses without a bachelor’s degree enjoy a wage premium of 1 to 3% over similar U.S.-trained nurses after adjusting for demographic, workplace, work type, and geographic differences, but no wage difference remains among those with a bachelor’s degree. For all nurses combined, the wage difference is modest and statistically insignificant. This result suggests that foreign- and U.S.-trained nurses are equally productive and close substitutes. The authors also test explicitly for whether foreign- and U.S.-trained nurses are substitutes and cannot reject the hypothesis that they are.",https://doi.org/10.1177/0019793915592624,0.55996084
le,2013,Structural unemployment and the costs of firm entry and exit,NA,https://doi.org/10.1016/j.labeco.2013.02.003,0.55970573
ee,2018,Poverty and inequality within Brazilian households: an application of a collective consumption model,NA,https://doi.org/10.1007/s00181-018-1598-1,0.55735195
jpam,2010,Policy options for low-income fathers cost relatively little,NA,https://doi.org/10.1002/pam.20514,0.5473304
ir,2015,Individual Wage Growth: The Role of Industry Experience,"This paper focuses on the effect of experience within an industry on wages. I use a correlated random effects simultaneous equation model that allows individual and match heterogeneity to affect wages, job tenure, and industry experience. I estimate my model separately for men and women using a large panel of young Italian workers for the years 1986–2004. Results show that wage returns to industry experience are much higher than wage returns to job seniority. The hypotheses of exogeneity of job seniority and industry experience in the wage equation are rejected: high‐wage workers and high‐wage matches last longer.",https://doi.org/10.1111/irel.12125,0.53851956
bjir,2010,"Remaking Regional Economies: Power, Labor and Firm Strategies in the Knowledge Economy – By Susan Christopherson and Jennifer Clark",NA,https://doi.org/10.1111/j.1467-8543.2009.00777_8.x,0.53497213
ilr,2010,Book Review: Labor Economics: A Future of Good Jobs? America's Challenge in the Global Economy,NA,https://doi.org/10.1177/001979391006300312,0.5222222
ilr,2015,Book Review: Varieties of Liberalization and the New Politics of Social Solidarity,NA,https://doi.org/10.1177/0019793915575515,0.49516198
bjir,2011,"The Oxford Handbook of Economic Inequality - Edited by Wielmer Salverda, Brian Nolan and Timothy M. Smeeding",NA,https://doi.org/10.1111/j.1467-8543.2010.00842_5.x,0.48512447
bjir,2016,"Blacklisted: The Secret War between Big Business and Union Activists, by DaveSmith and PhilChamberlain. New Internationalist, Oxford, 2015, 272 pp., ISBN: 978 1 78026 257 4, £9.99, paperback.",NA,https://doi.org/10.1111/bjir.12184,0.46686697
bjir,2016,"The Autonomy of Labour Law, edited by AlanBogg, CathrynCostello, A.C.L.Davies and JeremiasPrassl. Hart, Oxford, 2015, 442 pp., ISBN: 9781849466219, £60.00, hardback.New Frontiers in Empirical Labour Law Research, edited by AmyLudlow and AlysiaBlackham. Hart, Oxford, 2015, 224 pp., ISBN: 9781849466783, £50.00, hardback.",NA,https://doi.org/10.1111/bjir.12185,0.4658683
bjir,2016,"Capitalism and the Political Economy of Work, by ChristophHermann. Routledge, London, 2015, 236 pp., ISBN: 9780415810234, $145.00, hardback.",NA,https://doi.org/10.1111/bjir.12183,0.46543932
